.05 11 998.49137 -2.469E-04
.10 11 999.79533 -1.587E-04
.15 15 985.66668 -1.622E-03
.20 21 996.99824 -2.330E-04
.25 28 998.20149 -1.036E-06
.30 26 998.77255 -9.275E-06
.35 34 542.24089* -8.948E-06
.40 50 980.47074 -3.775E-05
.45 63 994.30287 -4.084E-04
.50 69 907.94896 -8.081E-05
.55 10 994.28630 -4.760E-06
.60 47 994.24095 9.544E-06
.65 64 996.27695 -1.028E-05
.70 63 844.81904 -3.513E-05
.75 82 825.60656 9.750E-06
.80 72 952.56623 -7.278E-05
.85 69 982.54071 3.033E-06
.90 13 999.92655 -7.790E-04
.95 50 997.80781 -2.573E-05
1.00 54 953.96491 5.711E-06
