1 .05 7
1 .10 11
1 .15 7
1 .20 8
1 .25 11
1 .30 12
1 .35 10
1 .40 10
1 .45 10
1 .50 8
1 .55 11
1 .60 9
1 .65 10
1 .70 8
1 .75 9
1 .80 11
1 .85 9
1 .90 11
1 .95 8
1 1.00 7
2 .05 6
2 .10 6
2 .15 7
2 .20 7
2 .25 5
2 .30 8
2 .35 5
2 .40 6
2 .45 6
2 .50 7
2 .55 6
2 .60 6
2 .65 6
2 .70 6
2 .75 7
2 .80 6
2 .85 5
2 .90 8
2 .95 5
2 1.00 5
3 .05 5
3 .10 4
3 .15 5
3 .20 4
3 .25 5
3 .30 6
3 .35 5
3 .40 4
3 .45 5
3 .50 5
3 .55 5
3 .60 5
3 .65 5
3 .70 5
3 .75 5
3 .80 5
3 .85 5
3 .90 5
3 .95 5
3 1.00 5
4 .05 4
4 .10 3
4 .15 3
4 .20 4
4 .25 3
4 .30 4
4 .35 4
4 .40 4
4 .45 3
4 .50 4
4 .55 3
4 .60 4
4 .65 4
4 .70 4
4 .75 5
4 .80 4
4 .85 4
4 .90 4
4 .95 4
4 1.00 4
