  -25.000000000000000        4.6248942567426844E-009  -4.4292657890294924E-004  -1.4931762339679857E-003  -3.9468009370465943E-003   6.5289094174252361E-003   8.1154725532492245E-003  -8.7472497086963502E-003   9.3811334249095293E-003   1.0640337024627541E-002   1.2191059056310403E-002  -1.3619591802629703E-002  -1.4877867052481453E-002  -1.6099802798040450E-002  -1.7361676759234869E-002  -1.8631321817006830E-002  -1.9874490688091627E-002  -2.1109320579755467E-002  -2.2362517798498186E-002  -2.3629159450756783E-002  -2.4888799450758694E-002  -2.6134650376884328E-002  -2.7374957528133424E-002  -2.8617564620787305E-002  -2.9862499052806017E-002  -3.1106267611722610E-002
  -24.949999999999999        9.2551477905575314E-009  -8.8582600790678052E-004  -2.9860003001519614E-003  -7.8916991456102741E-003   1.3052685918252906E-002   1.6221293965205493E-002  -1.7479781358351158E-002   1.8740984940461784E-002   2.1249395119133763E-002   2.4337199965756132E-002  -2.7177852466423152E-002  -2.9675376813577861E-002  -3.2096879287568450E-002  -3.4594190244816615E-002  -3.7102852576376001E-002  -3.9554373791503790E-002  -4.1984617681827457E-002  -4.4446413011218780E-002  -4.6929627918356143E-002  -4.9393334112130274E-002  -5.1823802917868832E-002  -5.4237141642786278E-002  -5.6648618711442535E-002  -5.9057991717531309E-002  -6.1458058767703827E-002
  -24.899999999999999        1.3896126243397609E-008  -1.3286711387863028E-003  -4.4781201138607207E-003  -1.1832792814589779E-002   1.9566200621441328E-002   2.4307824572156314E-002  -2.6182901654616595E-002   2.8058320917352268E-002   3.1795987302926071E-002   3.6393670083353744E-002  -4.0613727036496371E-002  -4.4312606012395631E-002  -4.7889158615315515E-002  -5.1569338101679206E-002  -5.5256171664820539E-002  -5.8846947289894640E-002  -6.2394462274794303E-002  -6.5976534511052065E-002  -6.9577286642145186E-002  -7.3135271961478815E-002  -7.6629553855991461E-002  -8.0083383934961505E-002  -8.3518672143436265E-002  -8.6934369808022660E-002  -9.0319196692194834E-002
  -24.850000000000001        1.8553207360763721E-008  -1.7714348266613729E-003  -5.9691837565572416E-003  -1.5768181967176307E-002   2.6064332713842023E-002   3.2365447651843314E-002  -3.4841966790800420E-002   3.7312004176787553E-002   4.2249110224093438E-002   4.8316047157999115E-002  -5.3866711682070981E-002  -5.8710497074712917E-002  -6.3375876656189614E-002  -6.8160832662987572E-002  -7.2935587604034388E-002  -7.7563301632490186E-002  -8.2112585456884421E-002  -8.6684630835909451E-002  -9.1257097704866175E-002  -9.5748054911912739E-002 -0.10012905811154778      -0.10442954608848505      -0.10867702923580022      -0.11286898877669616      -0.11698966011400887     
  -24.800000000000001        2.3231787835993296E-008  -2.2140899316278701E-003  -7.4588395587501790E-003  -1.9695969376529468E-002   3.2541973475613689E-002   4.0384580859332719E-002  -4.3442407086786497E-002   4.6481041941305715E-002   5.2578035297812298E-002   6.0060403006049874E-002  -6.6877126153631519E-002  -7.2791285122114482E-002  -7.8458218947091721E-002  -8.4245240473822022E-002  -8.9989473333342090E-002  -9.5520169506379718E-002 -0.10092038693098054      -0.10631269242776004      -0.11166748633338225      -0.11688255819822235      -0.12192173721399947      -0.12681958850424543      -0.13160807513681919      -0.13628257505118760      -0.14082256214376448     
  -24.750000000000000        2.7937289390175477E-008  -2.6566093204286215E-003  -8.9467361829600293E-003  -2.3614261480486020E-002   3.8994030296719245E-002   4.8355687622736607E-002  -5.1969751504017066E-002   5.5544633458857358E-002   6.2752399037990680E-002   7.1583465365600715E-002  -7.9586382532587929E-002  -8.6478917990435736E-002  -9.3039951182167999E-002  -9.9702900582318343E-002 -0.10627156663562201      -0.11254172035874362      -0.11860935846531416      -0.12461616626608879      -0.13052453592378641      -0.13621248060729294      -0.14163610766391529      -0.14683411259630036      -0.15184184323450378      -0.15665216464291459      -0.16123984038969541     
  -24.699999999999999        3.2675164387867708E-008  -3.0989658681379226E-003  -1.0432522706654035E-002  -2.7521169294621260E-002   4.5415430680960711E-002   5.6269288484752863E-002  -6.0409651994776402E-002   6.4482217191549979E-002   7.2742292315977397E-002   8.2842777334387399E-002  -9.1937249062425688E-002  -9.9699466998080355E-002 -0.10702803324562518      -0.11441881476557675      -0.12164222455236888      -0.12846128210023247      -0.13498339547152940      -0.14136700284225170      -0.14756593743510721      -0.15343938233040699      -0.15893611333551635      -0.16409821674850003      -0.16896364701757952      -0.17352278403022864      -0.17774627774967042     
  -24.649999999999999        3.7450903182228294E-008  -3.5411324597979105E-003  -1.1915848704922086E-002  -3.1414809322682202E-002   5.1801126233498529E-002   6.4115972375407559E-002  -6.8747907643589914E-002   7.3273517460710841E-002   8.2518348282478476E-002   9.3796853802183597E-002 -0.10387410787140201      -0.11238152624355788      -0.12033321286201959      -0.12828350306509151      -0.13596962102690924      -0.14312297312818439      -0.14986097107051310      -0.15635649750840022      -0.16255463821083749      -0.16829729265340410      -0.17352685397266285      -0.17828851877437799      -0.18262257898045059      -0.18651761240899437      -0.18994151380382940     
  -24.600000000000001        4.2270039926607818E-008  -3.9830819921043321E-003  -1.3396364333207829E-002  -3.5293304464824947E-002   5.8146096630168211E-002   7.1886407804398755E-002  -7.6970488562054476E-002   8.1898590444514668E-002   9.2051828696560437E-002  0.10440533430398040      -0.11534320542917931      -0.12445659827879857      -0.13287059507963470      -0.14119381827058428      -0.14913087750815046      -0.15638322869337193      -0.16307714854812896      -0.16939789080419274      -0.17528213947654295      -0.18055681635036400      -0.18515961213410279      -0.18913921334465481      -0.19253870239459223      -0.19534639833316714      -0.19752975547978235     
  -24.550000000000001        4.7138159162984461E-008  -4.4247873750611899E-003  -1.4873720409794604E-002  -3.9154784922489173E-002   6.4445353564269975E-002   7.9571353958231769E-002  -8.5063559495292637E-002   9.0337869422118341E-002  0.10131470840603088       0.11462913172856981      -0.12629289460713544      -0.13585946407255434      -0.14456018395049877      -0.15305371328986062      -0.16101311681511210      -0.16811220666101326      -0.17448540988673497      -0.18032869535927618      -0.18557139664028463      -0.19002867537721055      -0.19363609289339584      -0.19644705091365192      -0.19850878854839324      -0.19981194274761385      -0.20032695145568585     
