  -50.000000000000000       -1.3374494493381848E-021  -1.0869928703586529E-019  -3.5705952284018294E-018   7.1430696329485484E-017  -1.0040183447517577E-015   1.0654295458499693E-014
  -49.598393574297191       -1.8764658661106868E-019   5.1784748026725552E-019   6.9673446265239466E-018  -1.4609793848725688E-016   2.0416874599643395E-015  -2.1665779773212717E-014
  -49.196787148594375       -4.0195264078823041E-018   6.9063734100939979E-019  -1.2059074017448703E-017   2.1719146550734629E-016  -3.1111131853764839E-015   3.3053303278208043E-014
  -48.795180722891565       -1.3256954245885336E-017   5.5645677842239968E-019   1.4435224988833005E-017  -3.0634604268811652E-016   4.2410394840046312E-015  -4.4881858988278158E-014
  -48.393574297188756       -4.6241320064149642E-018   2.7965011595132335E-019  -2.1430816906454782E-017   3.7471361260262308E-016  -5.3660767011366654E-015   5.7086179590061709E-014
  -47.991967871485940        6.2564068126497672E-018  -1.4219633637399658E-018   2.2269880466168061E-017  -4.6193269652166437E-016   6.5723744598282515E-015  -6.9804833385046653E-014
  -47.590361445783131       -1.0089957253021098E-017  -4.6030686885496222E-018  -3.3003822298754418E-017   5.4636183839607611E-016  -7.8374948665377141E-015   8.3035419866804771E-014
  -47.188755020080322       -1.2655736249204823E-017  -3.0901643013923421E-018   3.8515975347960443E-017  -6.7164510968002744E-016   9.1369419327170430E-015  -9.6755903214326890E-014
  -46.787148594377513       -8.6859623345972541E-018   1.2523660022022835E-017  -2.9885536899102024E-017   7.1929681535700261E-016  -1.0424362697810332E-014   1.1102975387518337E-013
  -46.385542168674696        1.2040643771055467E-017   5.1071686776959341E-018   2.9290173850475417E-017  -8.6979752848209328E-016   1.1885889234936511E-014  -1.2602617066436958E-013
  -45.983935742971887        1.1966056376929866E-017  -8.6637691904145641E-018  -5.3470277405808821E-017   9.4393311969749686E-016  -1.3315775780917020E-014   1.4154182529667980E-013
  -45.582329317269078       -1.2674665535002707E-017  -1.3071279201897164E-017   3.4127513018049903E-017  -1.0547562962767565E-015   1.4881310871269641E-014  -1.5781964380832969E-013
  -45.180722891566262       -3.7094195558843596E-017  -3.2473241611872662E-017  -7.1285856735338971E-017   1.1779970452180200E-015  -1.6482401021411259E-014   1.7489583970256686E-013
