.05 2 0.376E-11 -1.819E-10
.10 3 0.336E-09 -4.051E-08
.15 3 0.114E-09 -7.419E-09
.20 3 0.380E-09 -4.733E-08
.25 3 0.945E-09 -1.086E-08
.30 4 0.143E-08 -1.864E-07
.35 3 0.187E-09 -1.241E-08
.40 4 0.150E-08 -3.370E-07
.45 4 0.102E-08 -5.636E-07
.50 4 0.150E-08 -2.973E-07
.55 4 0.255E-08 -5.736E-08
.60 4 0.328E-08 -4.193E-08
.65 4 0.237E-08 -7.386E-08
.70 5 999.99972 -1.100E-06
.75 8 997.69771 -1.847E-04
.80 10 999.98898 -2.332E-04
.85 5 999.99960 -4.020E-06
.90 2 0.677E-11 -6.289E-11
.95 3 0.541E-09 -5.234E-09
1.00 4 0.767E-08 -1.982E-08
