  -100.00000000000000        4.7734754712656193E-046   3.4035460744951973E-042   3.6448221279126764E-039   1.4579738840796167E-036   2.8791627424185168E-034   3.2421676826838382E-032
  -99.599198396793582        6.6576769625364838E-037   2.6692815088987025E-037   3.8946478875184323E-037   1.0643628314719919E-035   1.2494074570837432E-033   1.3289719653565737E-031
  -99.198396793587179        3.0353573758805459E-035   7.2871208947091482E-036   6.0737754123133698E-036   3.4589848646767811E-037   2.1264533142611577E-033   2.9377249768980369E-031
  -98.797595190380761        2.0013909504303271E-035   1.0287377299446109E-040   1.6057779056102374E-035   3.1787745026923221E-035   4.4553628364937428E-033   5.4560139311184970E-031
  -98.396793587174344        6.5543976236135005E-036   2.0155720408870913E-038   3.0359794818840459E-035   3.5104191318044340E-035   9.4106909653343624E-033   8.5479312817000099E-031
  -97.995991983967940        9.2411511687466636E-035   8.2506659755206733E-037   4.1966812815964053E-035   5.2005878502164682E-035   9.8473572645617726E-033   1.3015032294377232E-030
  -97.595190380761522        1.3997441244964293E-035   1.1281319327414599E-036   2.3904196667054437E-035   6.4515130913063214E-035   1.8418752105319538E-032   1.7311891198093196E-030
  -97.194388777555105        1.0741881597295888E-034   8.9176369484632363E-035   1.4459106328673971E-035   2.3450736063747954E-034   1.9155397381902618E-032   2.4258993460394118E-030
  -96.793587174348701        5.0366814341535571E-036   7.1159097469719733E-034   3.8826532118270910E-034   1.1519970215763965E-036   2.5181720950269348E-032   2.9121108953178118E-030
  -96.392785571142284        3.0743544436818965E-035   1.0926114395091718E-034   1.2592392937386637E-035   1.2759668984379712E-033   3.6875592642818821E-032   3.8504671047874686E-030
  -95.991983967935866        6.2229594214043773E-035   6.8878193871262955E-035   2.5183008057287782E-035   2.6443970637408730E-035   3.2524403327415410E-032   4.6749008000692942E-030
  -95.591182364729463        6.4309619753270411E-037   6.9667106723957685E-034   4.4208578441817407E-035   9.6618942232745112E-035   5.5589076913370521E-032   5.6024909610257854E-030
  -95.190380761523045        3.1235532612418558E-034   5.2534357493006158E-034   2.2427844280856954E-035   1.3230032444129911E-033   5.9787100420490492E-032   6.8184448786423621E-030
  -94.789579158316627        3.5997905250856499E-034   2.4241784840240100E-035   9.3887093733584362E-034   2.4150734495298517E-034   9.4329920064738513E-032   8.1402808946961494E-030
  -94.388777555110224        3.8637058282144378E-035   6.8903018530388077E-035   3.8181441742845143E-033   3.2771536477269126E-034   8.0725244410092903E-032   9.2906531256694844E-030
  -93.987975951903806        2.0605510868439294E-034   9.0201350829378448E-034   7.5002391954483081E-034   8.9255330282811849E-036   7.6249510500611895E-032   1.0920688470292799E-029
  -93.587174348697388        2.6663902081845761E-034   6.6354293331363474E-037   3.4440585000480176E-034   9.3860199972625782E-034   1.1137709515488534E-031   1.2632220875991021E-029
  -93.186372745490985        1.1284737900677377E-035   1.7602829178337326E-034   2.9680299271844968E-036   6.3897500532787886E-034   1.2958932108741572E-031   1.4283849406054777E-029
  -92.785571142284567        3.1824753182380974E-034   4.9973557037277974E-034   2.2937932107027698E-034   2.7059939034384148E-034   1.8539140625644423E-031   1.6458318497766334E-029
