  -25.000000000000000       -8.1082496630508162E-008   1.4131585085164228E-003  -6.7413636366027013E-003  -1.0595418854388349E-002  -1.1854863805157306E-002
  -24.899799599198396       -1.6262090727697511E-007   2.8264177778786572E-003  -1.3479696835136995E-002  -2.1176500042979513E-002  -2.3679234662118197E-002
  -24.799599198396795       -2.4507370898128689E-007   4.2398785761082339E-003  -2.0211970519762562E-002  -3.1728925301566076E-002  -3.5442698056234227E-002
  -24.699398797595190       -3.2890452098155356E-007   5.6536416855918958E-003  -2.6935158338545317E-002  -4.2238415142964100E-002  -4.7114996138315608E-002
  -24.599198396793586       -4.1458471040885866E-007   7.0678079102790550E-003  -3.3646238023946999E-002  -5.2690748180029855E-002  -5.8666105553633899E-002
  -24.498997995991985       -5.0259604295171669E-007   8.4824780828606644E-003  -4.0342192751379721E-002  -6.3071780369902852E-002  -7.0066314667585089E-002
  -24.398797595190381       -5.9343339276755003E-007   9.8977530719623324E-003  -4.7020012495369815E-002  -7.3367464153667794E-002  -8.1286299989646316E-002
  -24.298597194388776       -6.8760752348564514E-007   1.1313733789344296E-002  -5.3676695382694858E-002  -8.3563867465514474E-002  -9.2297201599009379E-002
  -24.198396793587175       -7.8564796073454396E-007   1.2730521197066077E-002  -6.0309249041663113E-002  -9.3647192585295982E-002 -0.10307069737748742     
  -24.098196392785571       -8.8810597061065366E-007   1.4148216314708134E-002  -6.6914691947380936E-002 -0.10360379480970702      -0.11357907585953506     
  -23.997995991983966       -9.9555765757152455E-007   1.5566920226593610E-002  -7.3490054762119950E-002 -0.11342020091635746      -0.12379530751152491     
  -23.897795591182366       -1.1086072056426897E-006   1.6986734088951645E-002  -8.0032381669924366E-002 -0.12308312739536412      -0.13369311425647273     
  -23.797595190380761       -1.2278902741057620E-006   1.8407759137167516E-002  -8.6538731705491270E-002 -0.13257949842476455      -0.14324703706647507     
  -23.697394789579157       -1.3540775724209028E-006   1.9830096692984300E-002  -9.3006180076165360E-002 -0.14189646356457300      -0.15243250144805340     
  -23.597194388777556       -1.4878786319725112E-006   2.1253848171716296E-002  -9.9431819476645908E-002 -0.15102141514581749      -0.16122588065226537     
  -23.496993987975952       -1.6300457944813165E-006   2.2679115089496684E-002 -0.10581276139599835      -0.15994200533130873      -0.16960455644731884     
